"Section","Report Title","URL","display_order"
"Fiscal Analysis Reports to Council 2011","11-08-16: Gaming Tax Revenue through June 2011","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Report%20on%20Gaming%20Tax%20Revenue%20through%20June%202011.pdf",107
"Fiscal Analysis Reports to Council 2011","11-07-26: Reso Auth Deficit Elimination Plan(s)","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Review%20of%20DEP%20Employee%20Benefits.pdf",108
"Fiscal Analysis Reports to Council 2011","11-07-20: Review of Deficit Elim. Plan Employee Benefits","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Review%20of%20DEP%20Employee%20Benefits.pdf",109
"Fiscal Analysis Reports to Council 2011","11-07-20: 2011-12 Adopted Budget Pension Funding","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/2011-12%20Potential%20Pension%20Funding%20Problem.pdf",110
"Fiscal Analysis Reports to Council 2011","11-07-14: $500m Sewage Disposal System Capital Projects","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/$500m%20Sewage%20Disposal%20System%20Capital%20Proj%207-14-11.pdf",111
"Fiscal Analysis Reports to Council 2011","11-07-13: Cash Flow Statement Review","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Cash%20Flow%20Statement%20Review%207-13-11.pdf",112
"Fiscal Analysis Reports to Council 2011","11-06-17: Gaming Tax Revenue through May 2011","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Report%20on%20Gaming%20Tax%20Revenue%20through%20May%202011.pdf",113
"Fiscal Analysis Reports to Council 2011","11-05-17: Campaign Supplemental Assistance","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Campaign%20Supplemental%20Assistance.pdf",114
"Fiscal Analysis Reports to Council 2011","11-05-16: Report on Gaming Tax through April 2011","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Report%20on%20Gaming%20Tax%20Revenue%20through%20April%202011.pdf",115
"Fiscal Analysis Reports to Council 2011","11-05-10: Report on Gaming Tax through March 2011","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Report%20on%20Gaming%20Tax%20Revenue%20through%20March%202011.pdf",116
"Fiscal Analysis Reports to Council 2011","11-05-10: FIscal Analysis Divi. Prop. 2011 -2012 Budget","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/FADBudget11-12.pdf",117
"Fiscal Analysis Reports to Council 2011","11-04-27: Restructing of Council's 2011-12 Budget Process","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Revamping%20of%2011-12%20Budget%20Process.pdf",118
"Fiscal Analysis Reports to Council 2011","11-04-11: Woodward Light Rail Project","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Woodward%20Light%20Rail%20Project%204-11-2011.pdf",119
"Fiscal Analysis Reports to Council 2011","11-04-06: MI Laws that relate to the City's Population","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Michigan%20Laws%20and%20the%20City's%20Population%204-7-11.pdf",120
"Fiscal Analysis Reports to Council 2011","11-04-04: Bud Dept Qtrly Fin Rept for period end 12-31-10","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Budget%20Dept%20Qtrly%20Fin%20Report%20for%20period%20end%2012-31-10.pdf",121
"Fiscal Analysis Reports to Council 2011","11-03-29: Reso $400m Water System Revenue Bonds","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Reso%20for%20Water%20Bond%20Sale%20$400m%203-29-11.pdf",122
"Fiscal Analysis Reports to Council 2011","11-03-29: Gaming Tax Revenue through February 2011","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Report%20on%20Gaming%20Tax%20Revenue%20through%20February%202011.pdf",123
"Fiscal Analysis Reports to Council 2011","11-03-10: Gaming Tax Revenue through January 2011","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Report%20on%20Gaming%20Tax%20Revenue%20through%20January%202011.pdf",124
"Fiscal Analysis Reports to Council 2011","11-02-24: Proposed purchase of 3500 Conner Street","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Proposed%205th%20Precinct%20Station%203500%20Conner.pdf",125
"Fiscal Analysis Reports to Council 2011","11-02-17: Gov Snyder's Proposed Cuts in Revenue Sharing","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Proposed%20State%20Revenue%20Cuts%202012.pdf",126
"Fiscal Analysis Reports to Council 2011","11-02-15: Budget Dept Qtrly Fin Rpt. for period end 9-30-10","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Budget%20Dept%20Qtrly%20Fin%20Report%20for%20Period%209-30-10.pdf",127
"Fiscal Analysis Reports to Council 2011","11-02-03: 2010 Comprehensive Annual Financial Report","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/CAFR%20Discussion%202-3-11.pdf",128
"Fiscal Analysis Reports to Council 2011","11-01-25: Piston Automotive, LLC","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Piston%20Automotive%20LLC%201-25-11.pdf",129
"Fiscal Analysis Reports to Council 2011","1-01-14: Budget Required Furlough Calendar","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Budget%20Required%20Furlough%20Calendar%201-14-11.pdf",130
"Fiscal Analysis Reports to Council 2011","11-01-01: Gaming Tax Revenue through December 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2011/Report%20on%20Gaming%20Tax%20Revenue%20through%20Dec%202010.pdf",131
"Fiscal Analysis Reports to Council 2010","10-12-17: Cash Flow Review","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Cash%20Flow%20Review%2012-17-10.pdf",132
"Fiscal Analysis Reports to Council 2010","10-12-11: Review of Prop Capital Agenda 11-12 thru 15-16","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Review%20of%20Prop%20Capital%20Agenda%2011-12%20thru%2015-16.pdf",133
"Fiscal Analysis Reports to Council 2010","10-11-22: Additional Suggestions for Charter Review Revised","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Additional%20Suggestions%20for%20Charter%20Review%20Comm%20Revised.pdf",134
"Fiscal Analysis Reports to Council 2010","10-11-20: Gaming Tax Revenue through October","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20October%202010.pdf",135
"Fiscal Analysis Reports to Council 2010","10-11-18: Fiscal Review of Selected City Councils","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Fiscal%20Review%20of%20Selected%20City%20Councils%2011-18-10.pdf",136
"Fiscal Analysis Reports to Council 2010","10-11-18: Additional Suggestions for Charter Review Comm.","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Charter%20Review%20Comm%20Additional%20Suggestions%2011-18-10.pdf",137
"Fiscal Analysis Reports to Council 2010","10-11-17: Superintendant & Asst. Superintendent Grounds Maint.","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Super%20and%20Asst%20Super%20Grounds%20Maint%2011-17-20.pdf",138
"Fiscal Analysis Reports to Council 2010","10-11-17: Creation of Position Deputy Director of Purchasing","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Deputy%20Director%20of%20Purchasing%2011-17-10.pdf",139
"Fiscal Analysis Reports to Council 2010","10-11-17: Classifications of Executive Secretary I, II and III","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Exec%20Secretary%201-2-3%2011-17-10.pdf",140
"Fiscal Analysis Reports to Council 2010","10-11-15 Council by Districts","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Council%20by%20Districts%2011-15-10.pdf",141
"Fiscal Analysis Reports to Council 2010","10-11-01: DEMSA Report on the Detroit EMS Operations","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/DEMSA%20Report%20on%20EMS%2011-1-10.pdf",142
"Fiscal Analysis Reports to Council 2010","10-10-21: DTE CPO 2819633 to Purchase Electric Power","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/DTE%20CPO%202819633%2010-21-10.pdf",143
"Fiscal Analysis Reports to Council 2010","10-10-15: Gaming Tax Revenue through September 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20Sept%202010.pdf",144
"Fiscal Analysis Reports to Council 2010","10-10-05: Renaissance Zone Tax Exemption Extension","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Renaissance%20Zone%20Extension%20Requests%2010-5-10.pdf",145
"Fiscal Analysis Reports to Council 2010","10-10-01: History of Actual Costs in EMS","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/History%20of%20Actual%20Costs%20in%20EMS%2010-1-10.pdf",146
"Fiscal Analysis Reports to Council 2010","10-09-24: Charter Review Suggestions from Fiscal Analysis","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Charter%20Review%20Suggestions%209-24-10.pdf",147
"Fiscal Analysis Reports to Council 2010","10-09-23: $20 Million Payment for Cobo - Revised","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/$20M%20Payment%20for%20Cobo%20-%20Revised%2092310.pdf",148
"Fiscal Analysis Reports to Council 2010","10-09-22: PA 198 & 328 Contract Clawback Provisions","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Contract%20Clawback%20Provisions%209-22-10.pdf",149
"Fiscal Analysis Reports to Council 2010","10-09-17: Gaming Tax Revenue through August 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20August%202010.pdf",150
"Fiscal Analysis Reports to Council 2010","10-09-07: Gaming Tax Revenue through July 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20July%202010.pdf",151
"Fiscal Analysis Reports to Council 2010","10-09-07: Cash Flow Review","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Cash%20Flow%20Review%209-7-10.pdf",152
"Fiscal Analysis Reports to Council 2010","10-07-30: Pre-employment Military Service Credit","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Pre-employment%20Miltary%20Service%20Credit%207-30-10.pdf",153
"Fiscal Analysis Reports to Council 2010","10-07-23: Huron Clinton Metropark Millage","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Huron%20Clinton%20Metropark%20Millage%207-23-10.pdf",154
"Fiscal Analysis Reports to Council 2010","10-07-22: Gaming Tax Revenue through June 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20June%202010.pdf",155
"Fiscal Analysis Reports to Council 2010","10-07-21: Analysis of Admin. Deficit Elimination Plan-Revised","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Analysis%20of%20Admin%20Deficit%20Reducation%20Plan%20-%207-21-10.pdf",156
"Fiscal Analysis Reports to Council 2010","10-07-20: Analysis of the Admin. Deficit Elimination Plan","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Analysis%20of%20Admin%20Deficit%20Elimination%20Plan%207-20-10.pdf",157
"Fiscal Analysis Reports to Council 2010","10-07-14: Revised Memo on MGM Grand Casino Purchase","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/MGM%20Purchase%20of%20Public%20Safety%20Headquarters%207-14-10.pdf",158
"Fiscal Analysis Reports to Council 2010","10-07-14: Analysis of Admin. Deficit Elimination Plan-Revised as of 12-31-09","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Prototype%20Gen%20Fund%20Appro%20Status%20Report%207-14-10.pdf",159
"Fiscal Analysis Reports to Council 2010","10-07-14: Amended reso on $100M Distributable State Bonds","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/$100M%20Dist%20State%20Aid%20Second%20Lein%20Bonds%207-14-10.pdf",160
"Fiscal Analysis Reports to Council 2010","10-07-09: Using Adopted Budget as the Deficit Elimination Plan","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Adoptive%20Budget%20as%20the%20Deficity%20Elimination%20Plan.pdf",161
"Fiscal Analysis Reports to Council 2010","10-06-17: Gaming Tax Revenue through May 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20May%202010.pdf",162
"Fiscal Analysis Reports to Council 2010","10-06-04: Construction for the Ready Road Pumping Station","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Ready%20Road%20Pumping%20Station%206-4-2010.pdf",163
"Fiscal Analysis Reports to Council 2010","10-06-04: Fiscal Analysis Reaction to Mayor Bings Veto Message","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/10-11ReactiontoMayorsVeto.pdf",164
"Fiscal Analysis Reports to Council 2010","10-06-03: Reso to Override Mayor's Veto","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Reso%20to%20Override%20Mayors%20Veto%206-3-2010.pdf",165
"Fiscal Analysis Reports to Council 2010","10-06-02: DEGC Detroit Brownfield Plans Report","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/DEGC%20Detroit%20Brownfield%20Plan%20Report%206-2-10.pdf",166
"Fiscal Analysis Reports to Council 2010","10-05-24: Tech Corrections to 2010-11 Budget","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Amended%20Schedule%20B.pdf",167
"Fiscal Analysis Reports to Council 2010","10-05-21: Gaming Tax Revenue through April 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20April%202010.pdf",168
"Fiscal Analysis Reports to Council 2010","10-05-03: Gaming Tax Revenue through March 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20thru%20March%202010.pdf",169
"Fiscal Analysis Reports to Council 2010","10-04-22: Review of 2010-11 Mayor's Recommended Budget","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Prelim%20Review%20of%202010-11%20Mayors%20Rec%20Budgetcc.pdf",170
"Fiscal Analysis Reports to Council 2010","10-04-07: Prototype General Fund Appro Status","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Prototype%20Gen%20Fund%20Appro%20Status%204-7-10.pdf",171
"Fiscal Analysis Reports to Council 2010","10-03-31: Status of Appropriations with Deficits on 12-31-09","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Update%20to%203-31-10%20Status%20of%20Appropriations.pdf",172
"Fiscal Analysis Reports to Council 2010","10-03-24: Strategic Staffing Solutions' Tax Abatemen","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Strategic%20Staffing%20Solutions%20Tax%20Abatement.pdf",173
"Fiscal Analysis Reports to Council 2010","10-03-24: Personal Property Tax Exemption Quicken Loans","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Compuware%20Personal%20Property%20Tax%20Exempt.pdf",174
"Fiscal Analysis Reports to Council 2010","10-03-16: Gaming Tax Revenue through Feb 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20thru%20Feb%202010.pdf",175
"Fiscal Analysis Reports to Council 2010","10-03-03: Final Review of PA 198 Tax Abatements","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Final%20Review%20of%20Abatements.pdf",176
"Fiscal Analysis Reports to Council 2010","10-02-26: Municipal Health Care Costs","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20from%20RAD%20on%20Municipal%20Health%20Care%20Costs.pdf",177
"Fiscal Analysis Reports to Council 2010","10-02-26: Gaming Tax Revenue through January 2010","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20Jan%202010.pdf",178
"Fiscal Analysis Reports to Council 2010","10-02-25: Clawback Provisions with IFEC Agreements","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Clawback%20Provisions%202-25-2010.pdf",179
"Fiscal Analysis Reports to Council 2010","10-02-24: Detroit Option to Apply as MI Lottery Retailer","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Detroit%20App%20for%20MI%20Lottery%202-24-2010.pdf",180
"Fiscal Analysis Reports to Council 2010","10-02-23: Sale of $250 Million in Fiscal Stabilization Bonds","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Fiscal%20Stabilization%20Bonds%202-23-10.pdf",181
"Fiscal Analysis Reports to Council 2010","10-02-19: Prototype General Fund Appro Status Report","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Prototype%20Gen%20Fund%20Appro%20Status%20Report%202-19-10.pdf",182
"Fiscal Analysis Reports to Council 2010","10-02-17: Sewage and Water System Bonds","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/SWAP%20Agreements%20assoc%20with%20DWSD%20Bonds%202-17-10.pdf",183
"Fiscal Analysis Reports to Council 2010","10-02-10: Implementation of Clawback Provisions","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Clawback%20Provisions%202-10-2010.pdf",184
"Fiscal Analysis Reports to Council 2010","10-02-05: Water System Bonds","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Interest%20Rates%20Exchange%20Agreements%202-8-10.pdf",185
"Fiscal Analysis Reports to Council 2010","10-02-05: Implementation of Fringe Benefit Changes","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Fringe%20Benefit%20Changes%202-8-2010.pdf",186
"Fiscal Analysis Reports to Council 2010","10-02-03: Budget Dept Quarterly Financial Report","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Budget%20Dept%20Quarterly%20Financial%20Report%209-30-09.pdf",187
"Fiscal Analysis Reports to Council 2010","10-02-02: Emergency Procurement Contracts","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Emergency%20Procurement%20Contracts%202-2-10.pdf",188
"Fiscal Analysis Reports to Council 2010","10-01-22: Prototype Gen Fund Appro Status Report","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Prototype%20Gen%20Fund%20Appro%20Status%20Report%202-19-10.pdf",189
"Fiscal Analysis Reports to Council 2010","10-01-15: Report on Gaming Tax Revenue thru Dec 2009","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Report%20on%20Gaming%20Tax%20Revenue%20through%20December%202009.pdf",190
"Fiscal Analysis Reports to Council 2010","10-01-15: Potential Revenues to Fund City Services","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Potential%20Revenue%20to%20Fund%20City%20Services%201-14-2010.pdf",191
"Fiscal Analysis Reports to Council 2010","10-01-14: Erma Henderson Park Playscape","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Reso%20Erma%20Henderson%20Playscape%201-14-10.pdf",192
"Fiscal Analysis Reports to Council 2010","10-01-14: Detroit School Board and Blackboard Connect, Inc.","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Coalition%20to%20Restore%20Hope%20to%20DPS%201-14-2010.pdf",193
"Fiscal Analysis Reports to Council 2010","10-01-13: Tax Abatement Follow-up Documents","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/PDDs%202008%20PA%20198%20Tax%20Abatement%20Follow-up%20Doc%201-13-10.pdf",194
"Fiscal Analysis Reports to Council 2010","10-01-11: Retiree's Plan for $30 Monthly Supplement","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/Retiree%20$30%20Monthly%20Supplement.pdf",195
"Fiscal Analysis Reports to Council 2010","10-01-06: Internal Control over Financial Reporting","https://www.detroitmi.gov/sites/detroitmi.localhost/files/migrated_docs/fiscal-analysis-reports/2010/AG%20Report%20on%20Internal%20Control%201-6-2010.pdf",196
